,State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,CustServ Calls
1692,PA,79,415,no,no,0,268.3,114,185.5,111,264.6,88,6.3,7,1
1693,OK,123,415,no,yes,27,198.7,127,249.0,105,173.2,124,12.5,5,1
1694,VT,99,415,no,no,0,115.5,75,218.1,111,254.9,98,11.5,7,7
1695,ID,114,415,no,no,0,202.1,100,195.7,102,291.8,120,13.3,5,2
1696,PA,141,510,no,no,0,215.6,113,200.6,81,153.8,107,12.4,6,1
1697,NM,132,408,no,no,0,169.9,107,209.4,121,206.1,79,11.5,2,1
1698,FL,133,510,no,no,0,201.7,85,169.4,116,286.3,80,6.0,4,0
1699,TX,133,408,no,no,0,221.1,133,160.2,140,161.8,84,8.4,3,4
1700,VT,93,510,no,yes,32,218.7,117,115.0,61,192.7,85,9.4,5,2
1701,MA,34,415,no,no,0,293.7,89,272.5,71,178.2,76,11.0,10,2
1702,OR,140,415,no,no,0,120.3,108,240.4,84,216.4,74,7.7,3,4
1703,DE,96,415,no,yes,26,175.8,96,206.6,84,178.0,105,11.1,2,2
1704,FL,144,510,no,no,0,278.5,95,240.7,90,120.0,90,11.6,5,1
1705,ID,24,408,no,yes,29,236.3,105,190.8,114,129.0,105,7.2,2,3
1706,MD,54,415,no,no,0,273.8,113,119.6,156,267.6,117,11.7,3,1
1707,WV,50,408,no,no,0,131.1,129,160.5,94,206.9,88,5.6,9,5
1708,ID,92,415,no,yes,23,167.4,83,258.6,129,116.4,110,11.2,3,4
1709,NV,96,408,no,no,0,197.7,68,250.5,53,181.2,67,10.5,3,3
1710,OH,146,415,no,no,0,169.5,93,230.9,71,269.8,115,9.0,7,2
1711,ID,138,415,yes,yes,17,225.2,116,173.4,88,145.8,99,11.7,4,0
1712,SC,102,408,no,no,0,174.5,73,213.7,114,164.7,116,10.3,5,4
1713,MO,76,510,no,no,0,129.7,84,177.5,80,228.9,87,7.5,3,5
1714,NE,99,415,no,no,0,200.0,66,107.9,104,233.7,82,11.4,2,3
1715,NC,83,510,no,yes,36,95.9,87,261.6,105,228.6,109,13.3,4,0
1716,ME,36,510,no,yes,25,152.8,110,242.8,67,147.4,74,9.1,2,1
1717,MI,70,510,no,no,0,129.9,102,208.7,133,231.4,93,14.3,3,1
1718,AZ,109,415,yes,no,0,268.4,85,150.6,131,297.9,84,9.7,8,2
1719,AZ,100,415,no,no,0,188.5,152,148.3,115,179.8,88,15.2,5,2
1720,HI,104,408,no,no,0,170.6,97,162.1,111,210.7,131,6.1,1,1
1721,NJ,106,415,no,no,0,191.4,124,200.7,116,230.1,76,8.2,3,1
1722,MS,84,510,no,no,0,75.3,96,179.9,113,193.8,134,12.3,1,1
1723,MA,80,510,no,no,0,149.8,123,276.3,75,241.4,75,10.9,7,2
1724,SC,100,510,no,no,0,115.9,87,111.3,56,170.2,77,7.1,4,1
1725,MN,99,408,no,no,0,128.8,86,203.9,105,282.6,131,14.1,4,2
1726,WV,50,510,no,no,0,131.7,108,216.5,103,196.1,126,11.0,5,1
1727,MS,105,415,no,no,0,101.4,48,159.1,119,259.2,53,12.2,2,1
1728,VA,113,415,no,yes,23,149.0,104,235.8,67,201.8,76,9.5,5,4
1729,MS,111,415,no,yes,36,96.8,123,170.6,105,166.0,85,13.4,4,2
1730,NM,161,408,no,no,0,107.5,121,256.4,46,247.2,131,12.6,3,2
1731,TX,70,415,no,no,0,232.8,95,303.4,111,255.6,104,12.9,7,0
1732,HI,97,415,no,yes,43,121.1,105,260.2,115,222.4,100,8.3,5,3
1733,WA,130,510,no,no,0,124.3,70,270.7,99,239.5,83,3.5,6,0
1734,WI,92,415,no,no,0,157.7,101,298.6,100,216.9,99,13.8,3,1
1735,CO,119,408,no,no,0,124.3,68,207.1,88,157.4,93,14.8,1,0
1736,NV,115,415,no,no,0,286.4,125,205.7,74,191.4,141,6.9,6,1
1737,RI,134,415,no,no,0,141.7,95,205.6,101,218.5,60,8.8,6,0
1738,VA,127,408,no,yes,25,173.0,91,245.8,64,300.0,99,4.8,3,0
1739,NJ,80,415,no,no,0,268.7,120,301.0,147,167.0,140,5.8,1,2
1740,ND,153,415,no,yes,31,218.5,130,134.2,103,118.9,105,9.4,6,0
1741,MN,85,415,no,no,0,255.3,114,194.6,83,276.6,78,3.7,5,3
1742,HI,79,415,no,no,0,41.9,124,211.0,95,237.9,55,11.4,5,1
1743,ND,35,415,no,no,0,260.8,87,258.1,78,131.3,123,5.8,2,1
1744,WI,120,408,no,yes,26,239.4,94,259.4,88,238.0,132,7.7,3,0
1745,MN,68,510,no,no,0,226.7,94,168.4,129,188.7,117,10.2,1,0
1746,DC,60,408,no,no,0,179.3,147,208.9,89,248.2,98,13.5,6,1
1747,KS,120,510,no,no,0,158.0,110,197.0,103,154.9,132,10.0,5,1
1748,MT,71,510,no,yes,23,175.7,82,258.9,136,268.4,154,14.1,7,1
1749,WV,124,415,no,no,0,157.4,107,167.8,112,188.8,102,8.8,3,3
1750,ME,23,510,no,no,0,113.1,74,168.8,95,262.9,126,6.9,2,1
1751,WY,225,415,no,no,0,182.7,142,246.5,63,218.0,103,8.8,2,1
1752,NY,181,415,yes,no,0,161.3,83,124.4,83,262.0,98,14.1,3,0
1753,VT,63,415,no,no,0,142.5,92,208.3,102,228.9,120,7.5,2,2
1754,NC,54,415,yes,no,0,190.5,108,259.7,108,141.5,111,9.7,2,2
1755,MO,80,408,yes,yes,15,159.3,110,170.6,120,141.2,82,11.9,5,1
1756,NC,118,408,yes,yes,39,153.8,106,123.3,111,117.8,103,9.2,6,1
1757,NJ,42,408,yes,no,0,180.7,127,174.6,94,165.3,114,12.0,6,2
1758,OH,134,408,no,no,0,202.7,105,224.9,90,253.9,108,12.1,7,0
1759,TX,66,415,no,yes,35,190.8,100,261.3,93,209.5,108,8.9,6,0
1760,WA,66,415,no,no,0,205.1,102,232.7,109,259.9,95,9.2,6,2
1761,TN,127,415,no,yes,28,235.6,124,236.8,113,241.2,127,7.7,2,1
1762,HI,146,510,no,no,0,189.3,77,155.9,128,186.0,83,7.4,3,0
1763,WY,93,408,no,yes,42,166.9,101,273.2,84,171.0,106,11.5,1,1
1764,CT,77,415,no,no,0,245.2,87,254.1,83,239.4,91,7.5,4,0
1765,NM,111,415,no,no,0,132.6,125,221.1,67,127.9,101,12.7,2,4
1766,NJ,125,415,no,no,0,182.3,64,139.8,121,171.6,96,11.6,7,2
1767,AL,115,510,no,yes,14,192.3,86,88.7,90,229.4,120,10.5,3,2
1768,MN,115,510,yes,no,0,122.0,110,220.2,100,179.7,124,10.8,2,2
1769,NC,114,408,no,no,0,193.0,101,250.0,81,133.3,79,9.6,2,2
1770,OH,106,415,no,no,0,158.6,112,220.0,114,252.9,106,9.1,3,0
1771,ND,118,415,no,yes,39,91.5,125,219.9,113,229.0,99,12.7,8,2
1772,CO,59,510,no,no,0,153.6,92,205.5,88,114.5,89,12.5,10,1
1773,ND,87,415,yes,yes,40,221.6,79,157.1,74,222.4,124,11.5,3,1
1774,NY,21,415,no,no,0,244.7,81,168.0,117,281.5,87,6.6,1,1
1775,WI,142,408,no,yes,24,239.8,103,285.9,65,256.7,106,9.5,4,0
1776,WY,62,415,no,no,0,172.4,132,230.5,100,228.2,109,11.0,5,0
1777,OR,149,415,no,no,0,242.5,83,245.4,97,219.6,80,10.0,3,3
1778,CO,54,510,no,yes,39,117.6,82,159.2,60,236.4,113,11.3,10,2
1779,LA,112,510,no,no,0,174.5,127,259.3,71,170.5,120,11.3,7,1
1780,AL,68,510,no,no,0,157.3,83,220.9,85,218.9,129,12.0,7,1
1781,TX,201,415,no,yes,21,192.0,97,239.1,81,116.1,125,15.1,3,1
1782,PA,88,510,no,no,0,218.2,76,169.3,60,141.1,99,8.0,1,1
1783,IL,85,415,no,yes,29,144.6,97,140.0,102,165.4,148,10.9,3,1
1784,DE,51,415,yes,no,0,153.6,108,232.9,85,214.2,92,14.1,4,0
1785,MO,45,510,no,yes,29,135.8,104,222.5,101,235.6,92,7.9,6,2
1786,AR,116,510,no,no,0,160.7,69,146.8,106,287.8,144,8.2,5,0
1787,OH,146,408,no,yes,31,202.5,91,241.4,108,169.6,77,7.8,2,1
1788,WI,63,510,no,yes,34,152.2,119,227.1,91,195.7,103,12.3,5,1
1789,GA,133,510,no,no,0,227.4,90,73.2,135,114.3,99,4.7,7,0
1790,KY,125,408,no,no,0,191.6,115,205.6,108,210.2,123,9.2,3,2
1791,OH,72,510,no,no,0,138.9,111,211.6,102,179.5,91,10.8,3,1
1792,TN,130,408,no,no,0,127.0,102,206.9,107,231.7,99,6.1,6,0
1793,SD,97,415,no,no,0,168.6,87,259.2,105,279.8,123,7.3,4,1
1794,NY,54,415,no,no,0,286.6,73,223.2,108,203.7,107,11.5,5,1
1795,GA,160,415,no,yes,29,164.6,121,262.8,108,123.8,131,15.2,4,1
1796,TX,79,415,no,no,0,144.0,90,135.8,91,212.4,129,13.0,4,1
1797,WV,92,415,no,yes,47,141.6,95,207.9,130,203.6,95,10.2,11,0
1798,MI,59,415,no,no,0,204.3,65,247.3,123,214.7,94,12.0,4,1
1799,ND,132,510,no,no,0,163.2,80,167.6,90,87.5,90,6.2,10,1
1800,NE,21,510,no,no,0,225.0,110,244.2,111,221.2,93,10.7,4,0
1801,SD,93,415,no,no,0,176.1,103,199.7,130,263.9,96,8.5,6,2
1802,NJ,147,415,no,yes,36,254.2,78,228.1,105,98.0,125,13.8,7,5
1803,AK,101,510,no,no,0,174.9,105,262.0,75,210.0,93,8.5,5,1
1804,CT,125,415,yes,no,0,187.3,118,160.7,111,263.8,112,9.6,2,0
1805,CO,63,415,no,no,0,211.8,84,230.9,137,217.1,99,10.7,9,3
1806,MD,107,415,no,no,0,241.9,102,126.9,117,185.6,92,11.7,6,0
1807,ND,110,408,no,no,0,196.1,103,199.7,123,135.9,71,12.9,1,3
1808,NH,83,415,no,no,0,231.3,100,210.4,84,217.4,106,12.4,2,3
1809,MN,117,408,no,no,0,161.6,104,196.3,119,294.8,111,13.8,2,1
1810,KY,124,415,no,no,0,194.0,103,241.0,116,227.5,153,11.9,5,0
1811,NH,115,510,no,no,0,109.7,148,223.8,87,240.3,96,15.4,8,3
1812,CO,156,408,yes,no,0,277.0,119,238.3,106,94.4,96,8.3,3,1
1813,KY,89,408,no,no,0,192.1,83,163.6,88,169.7,138,6.1,3,0
1814,KY,72,415,no,no,0,198.4,147,216.9,121,112.8,125,13.1,4,0
1815,IN,101,415,no,yes,42,209.2,82,159.7,74,181.6,100,9.5,3,0
1816,OR,53,415,no,no,0,184.8,98,216.4,125,141.1,116,18.4,3,2
1817,SD,116,408,no,no,0,167.8,119,142.0,123,190.7,128,7.3,4,2
1818,DE,78,408,no,no,0,139.2,140,191.4,113,286.5,125,11.8,3,3
1819,OR,117,415,no,yes,17,221.3,82,167.6,100,262.7,87,4.4,4,0
1820,NE,56,510,no,no,0,121.6,84,165.3,115,243.9,95,8.9,2,1
1821,OH,123,408,no,yes,39,270.4,99,245.1,110,108.9,113,15.4,7,1
1822,OH,127,408,no,no,0,139.6,94,240.9,112,127.1,88,8.8,4,2
1823,AR,116,415,no,yes,23,253.0,78,138.9,121,277.8,104,11.8,3,2
1824,KS,138,510,no,yes,26,183.9,83,240.7,93,185.7,125,15.0,3,1
1825,TX,120,415,no,no,0,203.3,108,259.9,66,115.9,103,7.8,2,3
1826,WI,102,408,no,no,0,200.6,106,152.5,127,199.4,128,7.7,2,3
1827,OR,95,415,no,no,0,167.6,96,176.0,89,250.9,113,13.4,6,2
1828,VA,102,408,no,no,0,156.5,67,204.3,103,141.9,72,9.9,2,2
1829,AR,89,415,no,yes,25,215.1,140,197.4,69,162.1,117,10.6,10,1
1830,CT,50,408,no,no,0,301.7,82,167.1,118,72.2,89,10.5,6,1
1831,OH,93,415,no,yes,42,152.3,90,267.5,102,266.9,130,11.3,5,7
1832,WY,68,510,no,no,0,195.4,116,212.1,101,138.4,134,15.1,11,1
1833,IL,70,408,no,no,0,208.7,97,275.5,83,182.5,122,8.0,3,2
1834,MO,138,415,no,yes,29,190.1,87,223.2,123,256.2,130,14.2,6,0
1835,DC,141,415,no,yes,37,185.4,87,178.5,128,218.3,107,8.0,3,4
1836,MA,112,415,no,yes,17,183.2,95,252.8,125,156.7,95,9.7,3,0
1837,NH,117,510,yes,no,0,54.2,100,303.2,84,171.8,84,8.6,2,1
1838,IA,1,408,no,yes,26,208.0,115,185.0,113,177.7,144,8.1,9,1
1839,AL,70,415,no,no,0,230.3,110,77.9,87,247.1,105,13.2,4,1
1840,OR,87,510,no,yes,22,240.8,102,75.9,106,224.6,115,7.1,3,2
1841,WV,52,510,no,yes,21,195.7,119,106.2,95,157.4,94,5.3,3,2
1842,WA,97,408,no,no,0,276.1,82,201.1,106,231.3,73,8.9,4,0
1843,NV,105,408,no,no,0,166.1,93,175.9,106,243.5,55,16.2,3,2
1844,SC,77,510,no,yes,28,135.9,117,244.5,102,207.5,74,11.5,3,4
1845,NC,80,415,yes,no,0,189.1,122,223.2,92,269.0,116,13.9,3,2
1846,NH,120,510,no,yes,43,177.9,117,175.1,70,161.3,117,11.5,4,1
1847,WY,54,408,no,yes,39,143.9,73,210.3,117,129.2,117,12.5,8,2
1848,FL,148,510,yes,no,0,148.2,138,159.6,123,197.4,62,8.6,3,2
1849,PA,119,408,no,no,0,287.1,115,159.3,99,216.8,86,13.9,1,2
1850,NC,162,408,no,yes,26,179.7,144,218.1,129,212.3,105,9.3,8,1
1851,MO,85,510,no,no,0,165.8,96,190.0,141,144.0,116,10.9,3,5
1852,KS,101,510,no,yes,25,144.1,144,167.6,105,240.0,107,14.5,3,1
1853,KY,172,415,no,no,0,172.5,85,253.1,71,221.6,113,5.9,6,0
1854,DE,80,415,no,no,0,199.8,138,167.1,91,271.8,94,5.5,4,1
1855,WI,67,510,no,no,0,109.1,134,142.3,76,91.2,86,10.9,5,2
1856,CO,86,408,no,no,0,171.8,106,301.7,44,139.4,108,9.7,5,1
1857,NM,107,415,no,no,0,222.3,101,286.0,111,249.4,117,12.1,4,1
1858,DE,133,510,no,no,0,245.8,102,264.7,90,111.7,103,11.2,7,0
1859,IL,116,510,no,no,0,164.6,110,270.6,103,230.4,109,8.0,3,0
1860,WA,63,408,no,no,0,211.7,107,271.7,77,203.3,108,7.4,7,0
1861,MA,119,408,yes,yes,16,147.2,103,160.1,96,184.0,120,7.7,2,0
1862,OH,133,408,yes,no,0,254.7,103,252.2,80,178.1,103,8.0,3,0
1863,TN,94,408,yes,no,0,170.1,113,271.8,94,110.7,78,8.7,4,1
1864,MA,69,510,no,no,0,195.1,91,261.5,57,203.8,90,11.4,5,0
1865,MI,146,408,no,no,0,149.3,83,187.1,130,149.8,100,7.9,4,7
1866,TX,119,510,no,no,0,81.9,75,253.8,114,213.1,125,8.9,1,2
1867,NH,142,408,yes,yes,25,191.1,109,149.6,120,227.8,60,9.8,3,0
1868,MD,123,408,no,no,0,206.9,115,224.4,86,197.4,60,8.3,2,3
1869,MS,101,408,no,no,0,239.0,156,273.0,106,278.2,93,13.5,8,1
1870,AZ,43,415,no,no,0,179.3,97,252.7,126,227.5,114,8.0,5,0
1871,IN,69,408,no,no,0,185.3,91,219.1,88,243.6,107,5.5,5,0
1872,NY,15,510,yes,no,0,141.4,80,123.9,76,323.5,88,8.1,3,2
1873,WI,107,510,no,yes,25,248.6,91,119.3,115,194.3,83,12.0,1,1
1874,WV,67,510,no,no,0,152.5,131,252.4,107,185.4,104,4.9,3,2
1875,NY,99,415,no,no,0,145.6,102,230.9,87,181.5,86,11.4,7,1
1876,OK,46,415,no,no,0,164.2,116,196.2,153,236.1,119,8.1,1,1
1877,NC,55,408,yes,no,0,221.0,115,165.4,97,235.4,117,9.7,4,1
1878,KY,39,415,no,no,0,295.4,126,232.1,117,204.4,123,11.5,2,1
1879,TX,92,510,no,no,0,139.8,98,174.9,143,201.6,135,9.4,7,2
1880,CT,56,415,no,no,0,162.3,99,149.1,78,255.5,115,14.8,1,4
1881,NE,76,415,no,no,0,272.7,97,236.4,95,235.5,105,7.7,2,0
1882,HI,132,408,yes,yes,33,200.3,75,226.6,67,198.8,91,12.9,3,2
1883,SC,140,510,no,yes,28,157.1,77,172.4,97,184.5,94,11.1,9,1
1884,AK,51,510,yes,yes,12,135.8,60,200.6,134,192.4,98,12.3,7,2
1885,SD,27,408,no,no,0,236.7,110,231.9,92,164.7,85,12.7,6,1
1886,ID,224,510,no,no,0,111.4,133,175.0,66,217.2,106,5.5,6,3
1887,OK,105,510,yes,yes,28,156.1,89,107.1,114,167.7,95,14.7,3,0
1888,WA,117,408,no,no,0,191.1,93,282.8,56,84.8,118,12.0,4,2
1889,SD,91,415,no,no,0,153.0,123,141.1,127,171.5,76,10.3,15,1
1890,OH,135,415,no,no,0,218.8,123,242.8,64,85.8,80,10.3,3,4
1891,VA,146,415,no,no,0,205.4,101,134.9,77,310.5,83,10.3,2,3
1892,WI,147,415,yes,no,0,225.2,111,184.9,98,143.2,146,9.9,1,0
1893,IN,68,510,no,no,0,249.9,127,254.5,118,273.2,98,8.9,6,2
1894,NM,68,408,no,no,0,131.6,89,137.0,109,256.3,107,10.2,5,3
1895,HI,86,408,no,yes,21,197.9,99,165.6,100,208.0,120,10.1,9,0
1896,KY,131,415,no,no,0,166.5,129,210.2,107,257.2,93,9.9,5,1
1897,OH,86,415,no,yes,29,225.4,79,187.1,112,281.1,112,12.9,3,1
1898,VT,159,415,no,no,0,275.8,103,189.5,108,223.9,93,7.4,5,2
1899,AZ,134,415,no,yes,40,142.9,105,88.6,61,290.0,96,10.8,6,1
1900,VT,113,510,no,no,0,207.2,113,256.0,80,211.0,87,9.9,1,1
1901,MO,132,408,no,no,0,206.2,100,211.2,118,196.2,122,10.2,6,1
1902,AL,85,415,no,no,0,210.3,66,195.8,76,221.6,82,11.2,7,1
1903,NJ,93,510,yes,yes,38,225.7,117,119.6,122,193.2,125,14.0,7,1
1904,WA,174,408,no,yes,33,167.8,91,205.3,91,130.0,132,14.5,4,4
1905,NY,61,415,no,no,0,197.7,118,152.2,96,221.0,93,7.0,3,2
1906,DC,91,415,no,yes,39,169.8,105,65.2,116,144.4,92,10.9,4,1
1907,NE,88,408,no,yes,28,190.6,104,237.3,105,211.6,116,9.8,1,2
1908,MA,88,408,no,yes,45,80.3,140,153.3,101,309.2,123,12.8,3,2
1909,VT,195,415,no,yes,36,231.7,110,225.1,88,201.7,89,12.1,2,0
1910,NM,182,415,no,no,0,69.1,114,230.3,109,256.7,96,6.5,4,0
1911,CO,118,408,no,no,0,188.8,60,217.4,64,220.1,100,8.2,7,4
1912,NH,103,408,no,no,0,150.6,125,169.1,126,221.2,104,10.4,8,8
1913,IL,65,510,no,no,0,192.0,89,139.5,88,187.4,102,5.5,4,2
1914,UT,61,408,no,yes,25,163.7,78,113.2,112,134.1,118,9.9,3,3
1915,WV,172,415,no,no,0,211.7,100,198.7,101,301.7,136,6.5,9,1
1916,NJ,72,415,no,no,0,175.5,103,132.3,120,242.9,96,11.8,3,1
1917,NM,113,510,no,no,0,150.1,120,200.1,85,266.7,105,11.0,3,2
1918,ND,177,408,no,no,0,189.5,99,176.3,117,225.9,112,14.2,2,1
1919,WA,100,408,no,no,0,70.8,94,215.6,102,230.8,125,9.5,1,6
1920,NM,67,415,no,no,0,215.5,102,190.7,95,214.5,106,8.6,6,1
1921,DE,136,415,no,no,0,101.7,105,202.8,99,136.2,119,9.4,6,3
1922,GA,71,415,no,no,0,258.4,132,126.8,119,182.4,87,9.7,8,4
1923,HI,134,408,no,no,0,242.4,126,152.9,115,318.3,115,11.8,6,1
1924,CT,124,415,no,no,0,131.8,82,284.3,119,305.5,101,11.3,2,1
1925,NJ,84,415,no,no,0,190.2,102,197.7,141,247.5,102,9.8,6,2
1926,ME,39,408,no,no,0,154.1,104,204.2,112,196.2,92,9.8,4,2
1927,OK,110,510,no,no,0,188.0,127,90.5,118,150.3,64,15.3,3,3
1928,TN,102,510,no,no,0,103.1,70,275.0,129,141.1,92,11.2,5,1
1929,WY,70,415,no,no,0,175.4,130,159.5,130,260.6,96,11.6,4,0
1930,NY,142,415,no,no,0,145.4,93,209.1,98,214.0,96,10.9,1,1
1931,DE,81,510,yes,no,0,250.6,85,187.9,50,120.3,131,7.8,5,1
1932,RI,17,415,no,no,0,161.5,123,214.2,81,315.0,106,8.6,5,1
1933,PA,119,408,no,no,0,260.1,101,256.5,68,229.1,89,10.0,2,1
1934,HI,105,415,no,no,0,281.3,124,301.5,96,202.8,109,8.7,3,0
1935,MD,108,415,yes,yes,42,130.1,90,167.0,128,244.7,80,13.6,5,3
1936,VA,90,415,no,no,0,102.0,118,113.3,134,188.6,105,11.4,3,2
1937,IN,100,415,no,yes,33,218.7,104,155.0,144,99.0,117,12.1,4,1
1938,OR,155,408,no,yes,30,128.5,86,188.4,91,254.4,85,6.8,6,1
1939,AZ,113,510,no,no,0,128.7,100,227.1,67,178.1,135,9.2,4,2
1940,WI,123,415,no,no,0,172.2,92,162.6,76,250.3,101,8.7,4,1
1941,VA,145,408,no,no,0,199.2,124,126.0,86,289.2,135,7.6,3,1
1942,MO,42,415,no,no,0,184.5,98,200.5,93,279.2,91,8.8,3,2
1943,NV,125,510,no,no,0,168.6,99,175.6,107,243.3,92,10.9,7,0
1944,HI,131,415,no,yes,30,174.0,118,205.3,81,218.2,90,6.7,3,1
1945,WA,107,415,no,no,0,230.4,65,257.4,80,107.3,88,8.5,3,1
1946,IL,48,408,no,no,0,198.2,73,202.8,115,146.4,73,5.1,5,1
1947,IL,76,510,no,no,0,186.1,96,211.6,100,230.6,100,8.0,4,0
1948,LA,128,415,no,no,0,148.5,105,243.0,106,255.2,114,6.8,2,1
1949,WI,73,415,no,no,0,157.1,109,268.8,83,181.5,91,10.0,8,0
1950,TX,52,415,no,no,0,155.0,110,133.4,104,176.1,84,7.0,4,4
1951,MI,126,415,yes,yes,26,129.3,123,176.5,114,154.5,102,9.6,7,1
1952,NC,124,415,no,no,0,188.5,77,182.0,123,218.2,127,6.1,6,1
1953,WA,137,408,no,no,0,208.8,120,225.3,100,221.6,130,11.1,5,0
1954,ND,71,510,no,no,0,238.0,82,278.5,94,193.1,134,11.8,10,0
1955,NE,139,415,no,no,0,211.1,103,206.9,108,193.9,70,5.6,4,0
1956,MS,107,510,no,yes,30,198.9,87,207.0,90,159.8,76,12.6,4,3
1957,KY,147,408,no,no,0,212.8,79,204.1,91,156.2,113,10.2,2,1
1958,RI,116,510,no,no,0,137.4,126,120.0,94,130.3,64,12.4,2,3
1959,NY,60,510,no,yes,31,191.8,75,267.8,135,200.5,62,12.8,3,2
1960,TX,38,510,no,no,0,149.0,92,49.2,78,163.3,93,13.9,11,0
1961,DE,63,408,no,no,0,117.1,118,249.6,90,162.2,84,11.1,4,3
1962,NM,94,415,no,no,0,108.0,79,241.9,152,252.1,92,10.4,3,3
1963,RI,131,415,no,no,0,112.8,133,199.4,116,142.7,105,10.1,5,0
1964,MS,158,510,no,no,0,175.9,105,188.3,88,188.3,98,11.0,6,1
1965,NY,139,510,no,no,0,236.6,109,169.9,107,212.3,118,11.1,2,1
1966,NE,77,415,no,no,0,169.4,102,184.9,144,234.3,89,2.0,7,1
1967,WI,140,415,no,no,0,129.6,79,246.2,99,172.1,124,9.4,10,3
1968,KY,72,408,no,no,0,177.1,97,184.7,105,174.1,94,8.0,6,1
1969,SD,52,510,no,yes,20,133.3,63,184.1,123,272.9,107,13.5,2,1
1970,VA,103,510,no,no,0,167.8,121,212.9,123,208.2,73,13.0,3,5
1971,KS,74,415,no,yes,32,174.6,107,310.6,115,234.7,92,9.0,4,1
1972,ND,124,415,no,no,0,150.3,101,255.9,112,136.7,62,12.5,4,2
1973,CO,85,510,no,yes,21,283.2,110,239.7,108,149.5,80,6.3,1,5
1974,KY,113,408,no,yes,20,157.8,83,161.5,56,271.5,100,8.7,2,5
1975,WA,71,408,no,no,0,141.2,132,149.1,90,171.4,72,7.0,2,2
1976,NV,177,415,no,yes,27,230.2,106,196.1,78,215.4,108,10.4,2,1
1977,SC,49,415,yes,no,0,237.8,92,208.9,119,167.8,86,15.6,6,2
1978,RI,106,510,yes,no,0,204.0,84,168.5,61,164.0,102,13.3,3,3
1979,ID,60,510,no,no,0,221.1,106,178.6,48,202.7,90,7.4,3,1
1980,KY,43,408,no,no,0,177.2,93,142.6,60,314.1,144,12.7,2,4
1981,ME,66,510,no,no,0,118.0,133,248.1,99,214.4,122,5.3,5,1
1982,SD,125,415,no,no,0,163.8,73,255.6,85,192.9,95,15.7,4,0
1983,SC,114,510,no,yes,4,141.3,96,230.4,88,223.7,85,9.4,3,3
1984,TN,112,415,no,no,0,272.5,119,226.1,94,159.1,94,16.4,5,3
1985,MT,101,408,no,yes,16,118.9,112,228.3,97,180.1,111,8.2,5,2
1986,WI,70,415,no,no,0,7.9,100,136.4,83,156.6,89,12.1,1,0
1987,AK,59,408,no,no,0,159.5,96,167.2,123,138.6,106,10.2,4,0
1988,AZ,59,408,no,no,0,150.2,70,185.7,98,212.5,128,12.1,2,1
1989,MT,124,415,no,yes,30,144.5,35,262.3,101,226.5,82,12.0,7,2
1990,DE,99,415,no,no,0,140.7,88,210.9,98,229.9,125,12.4,4,2
1991,VA,150,510,no,no,0,169.2,123,216.8,83,179.4,107,12.6,3,1
1992,MA,81,510,no,no,0,220.8,77,148.5,87,183.9,100,7.6,3,2
1993,IN,86,510,no,no,0,216.3,96,266.3,77,214.0,110,4.5,3,0
1994,MD,84,510,no,no,0,169.5,96,157.6,94,98.2,70,10.6,7,0
1995,NV,118,510,no,yes,35,256.3,119,258.1,91,215.5,130,11.7,1,1
1996,CO,89,415,no,no,0,179.7,128,299.8,92,185.3,120,7.6,3,1
1997,KS,93,415,no,no,0,266.0,120,130.1,84,165.8,63,13.1,6,3
1998,AR,85,415,no,no,0,96.7,97,193.8,95,171.7,88,9.7,3,2
1999,WY,160,408,no,no,0,82.7,116,194.6,95,159.0,54,10.9,9,0
2000,PA,28,415,no,no,0,168.2,87,161.7,92,192.4,112,10.1,3,3
2001,TX,73,408,no,no,0,286.4,109,178.2,67,214.2,152,10.7,14,1
2002,NY,156,408,no,no,0,174.3,95,186.6,128,258.2,105,12.9,5,3
2003,OR,33,415,yes,no,0,190.6,100,161.7,104,189.9,136,13.0,6,1
2004,CA,77,510,no,no,0,175.5,86,205.1,78,245.2,100,17.8,3,4
2005,NY,119,415,no,no,0,133.4,102,204.6,71,196.9,103,11.1,7,1
2006,AR,91,510,no,yes,27,204.6,96,136.0,93,210.5,82,6.6,2,3
2007,MI,102,510,no,no,0,242.2,88,233.2,89,188.5,121,6.2,6,3
2008,OK,86,415,no,yes,33,253.1,112,210.1,94,95.0,98,11.9,4,3
2009,TX,82,415,no,no,0,130.0,110,185.3,88,178.7,105,8.3,4,0
2010,NC,89,408,no,no,0,105.9,151,189.6,142,170.9,67,12.7,7,0
2011,ID,86,415,no,no,0,194.2,98,193.8,95,192.0,123,9.3,7,3
2012,IL,134,408,no,no,0,183.8,111,123.5,92,160.7,105,6.1,2,1
2013,OR,92,415,no,no,0,196.5,82,190.0,89,163.2,99,10.8,2,2
2014,SD,87,510,no,no,0,184.5,81,172.0,103,183.4,96,13.7,3,3
2015,NE,64,408,no,no,0,261.9,113,148.1,99,145.2,74,13.8,4,0
2016,RI,80,510,no,no,0,202.4,118,260.2,67,177.4,112,9.2,5,3
2017,MD,165,415,no,yes,39,167.4,113,172.7,94,192.6,113,9.5,4,3
2018,ID,153,415,no,yes,22,167.7,104,246.8,91,203.9,117,7.5,11,1
